Invoice_ID,Date,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Tax_5pct,Total,COGS,Gross_Margin_pct,Gross_Income,Payment,Rating
INV-00387,2026-02-18,C,Jabalpur,Normal,Male,Health and beauty,45.39,5.0,11.35,238.27,130.84,40.32,96.08,Cash,6.4
INV-00388,2026-08-12,B,Indore,Member,Female,Health and beauty,45.07,1.0,2.25,47.33,32.87,25.79,12.21,Cash,9.5
INV-00389,2026-03-27,C,Jabalpur,Member,Female,Home and lifestyle,61.76,5.0,15.44,324.24,225.05,25.83,83.75,Credit card,8.8
INV-00390,2026-01-31,C,Jabalpur,Normal,Female,Fashion accessories,35.98,5.0,9.0,188.9,135.2,23.67,44.7,Credit card,7.2
INV-00391,2026-04-12,C,Jabalpur,Normal,Male,Electronic accessories,59.98,7.0,20.99,440.88,270.08,33.98,149.81,Cash,7.4
INV-00392,2026-04-02,B,Indore,Normal,Male,Home and lifestyle,44.17,3.0,6.63,139.14,76.31,40.39,56.2,Cash,8.2
INV-00393,2026-01-26,B,Indore,Normal,Male,Fashion accessories,63.91,3.0,9.59,201.31,134.4,28.48,57.33,Credit card,6.9
INV-00394,2026-04-16,B,Indore,Member,Female,Health and beauty,64.18,7.0,22.46,471.74,271.53,37.68,177.75,Ewallet,6.6
INV-00395,2026-05-30,B,Indore,Normal,Male,Food and beverages,27.56,5.0,6.89,144.67,100.84,25.53,36.94,Ewallet,6.4
INV-00396,2026-04-08,A,Bhopal,Member,Male,Food and beverages,48.98,2.0,4.9,102.85,68.74,28.41,29.22,Cash,8.0
INV-00397,2026-03-28,C,Jabalpur,Normal,Male,Home and lifestyle,43.88,2.0,4.39,92.15,46.4,44.88,41.36,Cash,4.8
INV-00398,2026-04-01,C,Jabalpur,Member,Male,Electronic accessories,50.34,3.0,7.55,158.58,91.22,37.72,59.81,Ewallet,7.7
INV-00399,2026-06-14,C,Jabalpur,Member,Female,Health and beauty,57.39,6.0,17.22,361.56,187.56,43.36,156.79,Credit card,6.8
INV-00400,2026-07-15,B,Indore,Normal,Female,Health and beauty,58.6,4.0,11.72,246.1,146.94,35.53,87.44,Credit card,7.8
INV-00401,2026-07-01,A,Bhopal,Member,Female,Electronic accessories,72.01,5.0,18.0,378.04,258.77,26.79,101.27,Cash,6.4
INV-00402,2026-06-08,B,Indore,Normal,Male,Fashion accessories,70.69,4.0,14.14,296.89,192.95,30.25,89.8,Ewallet,7.8
INV-00403,2026-04-16,B,Indore,Member,Male,Health and beauty,51.49,7.0,18.02,378.45,243.36,30.94,117.08,Cash,8.3
INV-00404,2026-05-09,A,Bhopal,Normal,Female,Fashion accessories,57.15,8.0,22.86,480.04,291.79,34.45,165.39,Ewallet,4.7
INV-00405,2026-02-08,A,Bhopal,Member,Male,Electronic accessories,71.65,6.0,21.5,451.42,296.06,29.65,133.86,Credit card,8.4
INV-00406,2026-04-12,A,Bhopal,Normal,Male,Health and beauty,37.61,6.0,11.28,236.91,166.45,24.98,59.18,Cash,6.5
INV-00407,2026-06-28,A,Bhopal,Normal,Female,Electronic accessories,62.32,8.0,24.93,523.51,333.49,31.54,165.09,Cash,8.6
INV-00408,2026-07-14,C,Jabalpur,Member,Male,Health and beauty,53.41,4.0,10.68,224.32,112.85,44.93,100.78,Ewallet,6.9
INV-00409,2026-01-15,B,Indore,Member,Female,Fashion accessories,40.7,8.0,16.28,341.85,231.72,27.45,93.85,Ewallet,6.9
INV-00410,2026-06-15,C,Jabalpur,Member,Female,Home and lifestyle,70.53,4.0,14.11,296.25,218.12,21.61,64.02,Ewallet,6.4
INV-00411,2026-06-27,C,Jabalpur,Normal,Male,Food and beverages,55.69,3.0,8.35,175.44,129.26,21.56,37.83,Ewallet,7.0
INV-00412,2026-08-25,A,Bhopal,Member,Female,Home and lifestyle,62.8,4.0,12.56,263.77,144.4,40.49,106.81,Credit card,7.5
INV-00413,2026-02-23,A,Bhopal,Member,Male,Food and beverages,36.53,3.0,5.48,115.05,61.18,42.07,48.4,Credit card,5.3
INV-00414,2026-05-25,A,Bhopal,Normal,Male,Electronic accessories,54.14,5.0,13.53,284.21,149.88,42.5,120.8,Cash,7.7
INV-00415,2026-07-22,C,Jabalpur,Member,Male,Fashion accessories,41.22,3.0,6.18,129.84,90.31,25.68,33.35,Ewallet,5.6
INV-00416,2026-08-03,B,Indore,Normal,Male,Health and beauty,42.22,3.0,6.33,132.99,81.82,33.72,44.84,Credit card,6.0
INV-00417,2026-06-12,A,Bhopal,Normal,Male,Home and lifestyle,66.02,5.0,16.51,346.62,225.22,30.26,104.9,Ewallet,5.0
INV-00418,2026-04-07,B,Indore,Member,Male,Sports and travel,61.66,3.0,9.25,194.24,135.75,25.35,49.24,Ewallet,5.1
INV-00419,2026-07-24,B,Indore,Member,Female,Electronic accessories,53.37,8.0,21.35,448.27,315.25,24.91,111.67,Ewallet,6.4
INV-00420,2026-07-20,B,Indore,Member,Male,Fashion accessories,35.42,8.0,14.17,297.52,171.52,37.59,111.83,Ewallet,6.5
INV-00421,2026-01-02,A,Bhopal,Normal,Male,Home and lifestyle,79.88,4.0,15.98,335.5,213.32,31.66,106.21,Credit card,6.8
INV-00422,2026-01-23,A,Bhopal,Normal,Male,Electronic accessories,50.08,6.0,15.02,315.52,200.86,31.58,99.64,Cash,10.0
INV-00423,2026-01-27,B,Indore,Member,Male,Health and beauty,39.76,4.0,7.95,166.97,121.03,22.76,38.0,Cash,6.1
INV-00424,2026-07-20,B,Indore,Normal,Female,Home and lifestyle,58.94,4.0,11.79,247.57,127.94,43.56,107.84,Ewallet,7.6
INV-00425,2026-01-22,B,Indore,Member,Female,Fashion accessories,68.52,5.0,17.13,359.71,256.0,24.07,86.58,Cash,7.3
INV-00426,2026-03-10,A,Bhopal,Normal,Male,Home and lifestyle,46.26,1.0,2.31,48.57,34.53,24.15,11.73,Ewallet,6.1
INV-00427,2026-03-12,A,Bhopal,Normal,Male,Sports and travel,70.49,5.0,17.62,370.06,227.81,33.68,124.62,Credit card,8.5
INV-00428,2026-08-30,B,Indore,Normal,Female,Electronic accessories,41.89,6.0,12.57,263.9,162.53,33.65,88.8,Cash,6.3
INV-00429,2026-01-02,A,Bhopal,Normal,Male,Sports and travel,90.15,6.0,27.04,567.94,310.02,40.65,230.88,Credit card,5.5
INV-00430,2026-03-27,A,Bhopal,Member,Male,Sports and travel,64.98,5.0,16.24,341.13,171.89,44.85,153.0,Ewallet,4.6
INV-00431,2026-02-21,C,Jabalpur,Normal,Female,Sports and travel,33.82,3.0,5.07,106.54,64.61,34.6,36.86,Credit card,9.1
INV-00432,2026-03-16,C,Jabalpur,Normal,Female,Fashion accessories,44.02,4.0,8.8,184.89,128.26,25.87,47.83,Ewallet,7.5
INV-00433,2026-07-21,A,Bhopal,Normal,Female,Sports and travel,83.01,4.0,16.6,348.63,221.5,31.7,110.53,Credit card,6.4
INV-00434,2026-05-20,A,Bhopal,Member,Male,Electronic accessories,52.54,2.0,5.25,110.34,77.24,25.24,27.85,Credit card,7.9
INV-00435,2026-07-24,A,Bhopal,Member,Male,Home and lifestyle,79.47,3.0,11.92,250.34,183.58,21.91,54.84,Cash,7.3
INV-00436,2026-03-19,A,Bhopal,Normal,Female,Electronic accessories,62.08,9.0,27.93,586.61,331.42,38.74,227.26,Credit card,7.3
INV-00437,2026-01-19,C,Jabalpur,Normal,Male,Sports and travel,76.88,5.0,19.22,403.61,244.14,34.75,140.25,Cash,8.3
INV-00438,2026-08-11,C,Jabalpur,Normal,Female,Fashion accessories,40.52,6.0,12.16,255.26,132.25,43.43,110.85,Credit card,5.7
INV-00439,2026-08-18,B,Indore,Member,Female,Food and beverages,43.54,5.0,10.88,228.57,139.85,34.05,77.83,Credit card,5.8
INV-00440,2026-04-01,B,Indore,Member,Male,Electronic accessories,71.88,6.0,21.57,452.87,225.05,45.54,206.25,Credit card,8.0
INV-00441,2026-07-23,A,Bhopal,Member,Female,Sports and travel,71.9,8.0,28.76,603.93,327.59,40.99,247.58,Ewallet,5.8
INV-00442,2026-07-11,A,Bhopal,Member,Male,Food and beverages,31.59,5.0,7.9,165.87,93.97,38.58,64.0,Ewallet,5.9
INV-00443,2026-06-23,B,Indore,Member,Male,Food and beverages,12.23,4.0,2.45,51.36,32.39,32.18,16.53,Credit card,7.0
INV-00444,2026-03-17,B,Indore,Member,Female,Sports and travel,59.12,9.0,26.6,558.66,278.17,45.45,253.89,Credit card,7.9
INV-00445,2026-03-31,C,Jabalpur,Normal,Male,Home and lifestyle,64.53,4.0,12.91,271.04,200.04,21.43,58.09,Credit card,7.7
INV-00446,2026-03-31,B,Indore,Member,Male,Sports and travel,84.23,3.0,12.63,265.32,138.18,43.16,114.51,Credit card,7.8
INV-00447,2026-01-18,B,Indore,Member,Female,Home and lifestyle,61.61,8.0,24.64,517.51,262.74,44.47,230.12,Ewallet,5.7
INV-00448,2026-01-28,B,Indore,Member,Female,Fashion accessories,53.81,4.0,10.76,226.01,144.26,31.41,70.99,Cash,6.8
INV-00449,2026-03-26,B,Indore,Normal,Male,Food and beverages,54.16,6.0,16.25,341.19,186.63,40.54,138.31,Ewallet,6.6
INV-00450,2026-02-17,B,Indore,Normal,Male,Electronic accessories,54.04,7.0,18.92,397.22,241.88,34.35,136.43,Ewallet,6.1
INV-00451,2026-02-20,B,Indore,Normal,Male,Sports and travel,68.75,5.0,17.19,360.94,221.26,33.94,122.49,Ewallet,6.9
INV-00452,2026-03-13,A,Bhopal,Member,Female,Fashion accessories,35.94,5.0,8.98,188.67,112.95,35.37,66.74,Credit card,6.7
INV-00453,2026-04-04,B,Indore,Member,Male,Home and lifestyle,61.73,4.0,12.35,259.28,163.76,32.08,83.17,Ewallet,6.1
INV-00454,2026-05-06,B,Indore,Normal,Male,Food and beverages,55.23,5.0,13.81,289.94,169.07,36.93,107.06,Cash,6.7
INV-00455,2026-03-31,B,Indore,Normal,Female,Home and lifestyle,82.29,3.0,12.34,259.21,140.04,41.21,106.83,Credit card,6.1
INV-00456,2026-03-18,C,Jabalpur,Member,Female,Food and beverages,43.44,2.0,4.34,91.23,48.98,41.55,37.91,Ewallet,6.7
INV-00457,2026-01-30,A,Bhopal,Normal,Female,Electronic accessories,57.14,5.0,14.29,300.0,214.4,23.77,71.31,Cash,8.3
INV-00458,2026-02-05,B,Indore,Normal,Male,Food and beverages,58.19,8.0,23.27,488.76,342.86,25.09,122.63,Ewallet,8.7
INV-00459,2026-06-27,B,Indore,Member,Female,Fashion accessories,68.81,6.0,20.64,433.49,269.86,32.98,142.98,Cash,7.3
INV-00460,2026-03-22,A,Bhopal,Member,Male,Sports and travel,72.42,2.0,7.24,152.08,85.56,38.98,59.28,Credit card,5.1
INV-00461,2026-02-19,B,Indore,Normal,Male,Sports and travel,61.68,8.0,24.67,518.09,383.63,21.19,109.79,Cash,7.6
INV-00462,2026-08-04,B,Indore,Normal,Female,Sports and travel,64.03,5.0,16.01,336.15,218.31,30.29,101.83,Ewallet,6.7
INV-00463,2026-07-14,A,Bhopal,Normal,Female,Electronic accessories,44.99,4.0,9.0,188.96,113.14,35.36,66.82,Ewallet,5.9
INV-00464,2026-02-13,B,Indore,Normal,Female,Sports and travel,68.45,3.0,10.27,215.6,107.66,45.3,97.68,Cash,7.4
INV-00465,2026-05-20,A,Bhopal,Member,Male,Home and lifestyle,72.68,3.0,10.9,228.95,160.72,25.04,57.33,Cash,9.0
INV-00466,2026-01-27,C,Jabalpur,Member,Male,Fashion accessories,58.88,4.0,11.78,247.28,157.61,31.5,77.9,Credit card,6.7
INV-00467,2026-03-09,A,Bhopal,Member,Male,Home and lifestyle,52.98,2.0,5.3,111.25,76.79,26.22,29.17,Credit card,7.0
INV-00468,2026-07-27,A,Bhopal,Member,Male,Electronic accessories,53.75,7.0,18.81,395.07,284.11,23.32,92.14,Credit card,7.1
INV-00469,2026-04-20,B,Indore,Member,Female,Electronic accessories,66.85,3.0,10.03,210.59,146.31,25.76,54.26,Credit card,4.7
INV-00470,2026-05-26,C,Jabalpur,Normal,Female,Home and lifestyle,48.09,5.0,12.02,252.49,179.48,24.15,60.99,Ewallet,6.3
INV-00471,2026-03-16,C,Jabalpur,Normal,Female,Food and beverages,10.0,4.0,2.0,42.0,26.75,31.55,13.25,Ewallet,6.7
INV-00472,2026-04-16,C,Jabalpur,Normal,Female,Health and beauty,56.52,3.0,8.48,178.03,104.09,36.77,65.47,Credit card,7.9
INV-00473,2026-02-07,A,Bhopal,Normal,Female,Fashion accessories,75.77,2.0,7.58,159.12,94.25,36.01,57.3,Credit card,6.1
INV-00474,2026-05-06,B,Indore,Normal,Male,Electronic accessories,41.76,6.0,12.53,263.09,157.08,35.53,93.47,Ewallet,7.8
INV-00475,2026-07-23,A,Bhopal,Normal,Male,Health and beauty,58.66,7.0,20.53,431.14,285.18,29.09,125.43,Credit card,5.8
INV-00476,2026-04-27,C,Jabalpur,Normal,Female,Sports and travel,57.73,9.0,25.98,545.51,333.33,34.13,186.2,Credit card,6.9
INV-00477,2026-01-24,C,Jabalpur,Normal,Male,Fashion accessories,33.6,5.0,8.4,176.41,128.18,22.58,39.83,Credit card,9.1
INV-00478,2026-04-12,C,Jabalpur,Normal,Female,Electronic accessories,67.99,3.0,10.2,214.18,149.47,25.45,54.51,Cash,7.7
INV-00479,2026-03-14,A,Bhopal,Member,Male,Home and lifestyle,67.29,4.0,13.46,282.61,208.48,21.47,60.67,Credit card,6.3
INV-00480,2026-07-15,C,Jabalpur,Member,Female,Health and beauty,60.61,7.0,21.21,445.45,251.04,38.88,173.2,Cash,7.6
INV-00481,2026-01-05,C,Jabalpur,Member,Male,Health and beauty,37.71,5.0,9.43,197.96,100.97,44.23,87.56,Cash,7.9
INV-00482,2026-04-20,C,Jabalpur,Member,Male,Electronic accessories,58.97,4.0,11.79,247.68,152.01,33.87,83.88,Ewallet,6.0
INV-00483,2026-03-12,C,Jabalpur,Normal,Male,Health and beauty,45.07,2.0,4.51,94.65,48.79,43.69,41.36,Ewallet,7.7
INV-00484,2026-06-16,B,Indore,Member,Male,Electronic accessories,40.01,5.0,10.0,210.04,106.64,44.47,93.4,Cash,9.3
INV-00485,2026-07-13,C,Jabalpur,Normal,Female,Electronic accessories,57.59,4.0,11.52,241.86,155.77,30.83,74.58,Credit card,8.2
INV-00486,2026-05-03,A,Bhopal,Member,Female,Health and beauty,56.8,4.0,11.36,238.55,149.18,32.7,78.01,Cash,6.8
INV-00487,2026-01-03,B,Indore,Normal,Female,Fashion accessories,60.45,6.0,18.13,380.81,214.23,38.98,148.44,Credit card,7.4
INV-00488,2026-02-03,B,Indore,Member,Female,Sports and travel,72.14,3.0,10.82,227.23,153.54,27.67,62.87,Cash,5.8
INV-00489,2026-01-27,C,Jabalpur,Normal,Male,Health and beauty,64.31,4.0,12.86,270.1,189.38,25.12,67.86,Credit card,5.7
INV-00490,2026-07-18,A,Bhopal,Member,Female,Electronic accessories,58.24,5.0,14.56,305.76,151.43,45.71,139.77,Cash,7.8
INV-00491,2026-06-16,A,Bhopal,Normal,Male,Electronic accessories,42.17,2.0,4.22,88.56,55.71,32.34,28.64,Credit card,8.7
INV-00492,2026-02-08,B,Indore,Normal,Female,Sports and travel,71.52,3.0,10.73,225.28,145.44,30.68,69.12,Ewallet,10.0
INV-00493,2026-07-12,A,Bhopal,Normal,Male,Health and beauty,28.56,3.0,4.28,89.95,48.49,41.33,37.18,Credit card,6.4
INV-00494,2026-02-05,A,Bhopal,Normal,Female,Electronic accessories,54.56,8.0,21.82,458.29,303.28,29.06,133.19,Ewallet,7.4
INV-00495,2026-07-04,B,Indore,Normal,Female,Food and beverages,22.85,3.0,3.43,71.99,45.96,31.39,22.6,Credit card,8.4
INV-00496,2026-03-19,B,Indore,Member,Male,Electronic accessories,70.41,7.0,24.64,517.52,292.76,38.67,200.12,Ewallet,8.3
INV-00497,2026-08-18,A,Bhopal,Normal,Male,Electronic accessories,84.2,5.0,21.05,442.07,271.31,33.87,149.71,Ewallet,5.9
INV-00498,2026-06-02,B,Indore,Member,Male,Health and beauty,63.71,2.0,6.37,133.78,69.75,43.1,57.66,Credit card,9.8
INV-00499,2026-08-09,A,Bhopal,Normal,Male,Food and beverages,55.53,4.0,11.11,233.21,144.26,33.38,77.85,Cash,9.7
INV-00500,2026-05-01,A,Bhopal,Member,Female,Health and beauty,32.71,8.0,13.08,274.76,167.79,34.17,93.89,Ewallet,8.1
INV-00501,2026-08-25,A,Bhopal,Normal,Male,Health and beauty,56.38,4.0,11.28,236.81,135.79,37.9,89.74,Cash,6.0
INV-00502,2026-04-17,B,Indore,Normal,Female,Sports and travel,48.63,7.0,17.02,357.44,187.68,42.73,152.74,Cash,8.5
INV-00503,2026-02-09,B,Indore,Member,Male,Home and lifestyle,64.0,3.0,9.6,201.59,125.09,33.19,66.9,Ewallet,7.2
INV-00504,2026-07-26,C,Jabalpur,Normal,Male,Electronic accessories,61.41,5.0,15.35,322.43,230.2,23.84,76.88,Cash,6.0
INV-00505,2026-06-16,C,Jabalpur,Member,Male,Fashion accessories,26.89,4.0,5.38,112.92,78.67,25.56,28.87,Credit card,5.5
INV-00506,2026-08-05,C,Jabalpur,Member,Female,Electronic accessories,57.42,6.0,17.22,361.72,209.42,37.34,135.07,Ewallet,7.7
INV-00507,2026-04-27,B,Indore,Member,Male,Food and beverages,35.08,4.0,7.02,147.35,93.13,32.04,47.21,Cash,6.0
INV-00508,2026-02-14,B,Indore,Member,Female,Health and beauty,61.94,5.0,15.49,325.2,206.61,31.7,103.1,Credit card,7.4
INV-00509,2026-03-30,A,Bhopal,Normal,Female,Food and beverages,36.14,3.0,5.42,113.84,68.58,35.0,39.84,Ewallet,8.0
INV-00510,2026-08-12,C,Jabalpur,Member,Female,Home and lifestyle,47.41,6.0,14.22,298.69,194.53,30.11,89.94,Ewallet,7.3
INV-00511,2026-05-15,B,Indore,Normal,Female,Health and beauty,54.88,6.0,16.46,345.74,233.04,27.83,96.24,Cash,7.8
INV-00512,2026-01-15,B,Indore,Member,Male,Sports and travel,61.58,8.0,24.63,517.28,382.02,21.39,110.62,Ewallet,6.5
INV-00513,2026-08-17,C,Jabalpur,Member,Female,Food and beverages,29.55,4.0,5.91,124.11,79.89,30.87,38.31,Credit card,6.6
INV-00514,2026-08-08,A,Bhopal,Member,Female,Health and beauty,44.72,3.0,6.71,140.87,98.38,25.4,35.78,Cash,8.0
INV-00515,2026-02-08,B,Indore,Member,Male,Electronic accessories,59.56,8.0,23.82,500.32,366.46,21.99,110.04,Ewallet,8.5
INV-00516,2026-08-23,A,Bhopal,Normal,Male,Fashion accessories,83.81,4.0,16.76,352.02,179.53,44.24,155.73,Credit card,8.1
INV-00517,2026-01-31,B,Indore,Member,Female,Food and beverages,58.61,4.0,11.72,246.14,148.83,34.77,85.59,Ewallet,7.7
INV-00518,2026-01-12,B,Indore,Member,Male,Sports and travel,57.57,3.0,8.64,181.35,107.68,35.86,65.04,Credit card,6.6
INV-00519,2026-03-21,C,Jabalpur,Member,Male,Home and lifestyle,16.99,5.0,4.25,89.19,45.74,43.95,39.2,Ewallet,9.5
INV-00520,2026-05-25,A,Bhopal,Member,Male,Home and lifestyle,81.74,5.0,20.44,429.14,217.21,44.62,191.49,Ewallet,9.3
INV-00521,2026-07-17,C,Jabalpur,Member,Female,Electronic accessories,57.45,5.0,14.36,301.63,155.15,43.8,132.12,Ewallet,5.6
INV-00522,2026-03-01,B,Indore,Normal,Female,Food and beverages,37.72,3.0,5.66,118.82,69.38,36.85,43.78,Credit card,7.0
INV-00523,2026-06-18,A,Bhopal,Normal,Female,Sports and travel,76.69,2.0,7.67,161.05,106.49,29.11,46.89,Ewallet,4.7
INV-00524,2026-04-18,C,Jabalpur,Member,Female,Sports and travel,47.41,3.0,7.11,149.34,86.36,37.41,55.87,Credit card,9.1
INV-00525,2026-08-24,A,Bhopal,Normal,Male,Electronic accessories,56.55,5.0,14.14,296.86,160.18,41.28,122.55,Cash,7.7
INV-00526,2026-05-29,C,Jabalpur,Member,Male,Health and beauty,56.69,4.0,11.34,238.1,134.46,38.77,92.3,Ewallet,8.3
INV-00527,2026-04-22,B,Indore,Member,Female,Fashion accessories,68.53,6.0,20.56,431.73,257.61,35.57,153.57,Ewallet,6.4
INV-00528,2026-08-26,C,Jabalpur,Normal,Male,Sports and travel,54.64,7.0,19.12,401.58,267.69,28.58,114.76,Cash,8.3
INV-00529,2026-08-30,A,Bhopal,Member,Female,Electronic accessories,51.5,5.0,12.87,270.36,179.11,28.99,78.37,Ewallet,5.9
INV-00530,2026-04-30,A,Bhopal,Normal,Female,Home and lifestyle,43.99,7.0,15.39,323.29,213.68,29.14,94.22,Cash,6.8
INV-00531,2026-02-23,C,Jabalpur,Normal,Male,Sports and travel,26.22,5.0,6.56,137.66,87.04,32.01,44.06,Ewallet,6.5
INV-00532,2026-02-10,A,Bhopal,Normal,Female,Fashion accessories,32.44,3.0,4.87,102.2,70.35,26.39,26.97,Ewallet,7.5
INV-00533,2026-02-07,C,Jabalpur,Member,Male,Health and beauty,25.3,7.0,8.86,185.96,104.13,39.24,72.98,Cash,7.6
INV-00534,2026-03-18,A,Bhopal,Member,Female,Home and lifestyle,83.33,3.0,12.5,262.5,162.26,33.43,87.74,Credit card,5.4
INV-00535,2026-05-23,C,Jabalpur,Member,Female,Fashion accessories,65.92,2.0,6.59,138.42,100.82,22.4,31.01,Cash,6.1
INV-00536,2026-02-05,C,Jabalpur,Member,Female,Health and beauty,46.42,4.0,9.28,194.95,121.71,32.8,63.95,Credit card,5.6
INV-00537,2026-02-03,C,Jabalpur,Normal,Male,Electronic accessories,54.47,3.0,8.17,171.57,122.81,23.66,40.59,Cash,7.2
INV-00538,2026-01-22,C,Jabalpur,Normal,Female,Food and beverages,56.54,6.0,16.96,356.22,193.94,40.8,145.32,Ewallet,7.6
INV-00539,2026-08-20,A,Bhopal,Normal,Female,Fashion accessories,40.58,5.0,10.15,213.07,110.15,43.54,92.77,Ewallet,5.9
INV-00540,2026-07-27,C,Jabalpur,Member,Female,Home and lifestyle,59.0,5.0,14.75,309.74,203.2,29.63,91.79,Credit card,5.6
INV-00541,2026-08-25,A,Bhopal,Normal,Male,Food and beverages,53.96,3.0,8.09,169.97,121.47,23.77,40.4,Cash,7.8
INV-00542,2026-04-20,B,Indore,Normal,Female,Electronic accessories,87.25,8.0,34.9,732.91,404.9,39.99,293.11,Credit card,5.4
INV-00543,2026-04-25,A,Bhopal,Member,Female,Electronic accessories,51.13,4.0,10.23,214.73,142.23,29.0,62.28,Cash,7.6
INV-00544,2026-08-14,B,Indore,Normal,Female,Food and beverages,49.95,6.0,14.98,314.68,228.66,22.57,71.03,Ewallet,6.2
INV-00545,2026-04-18,B,Indore,Member,Female,Electronic accessories,69.06,6.0,20.72,435.09,294.04,27.66,120.32,Credit card,6.3
INV-00546,2026-04-02,C,Jabalpur,Normal,Male,Sports and travel,43.78,6.0,13.13,275.81,164.28,35.68,98.4,Credit card,7.5
INV-00547,2026-04-10,B,Indore,Member,Female,Home and lifestyle,46.33,9.0,20.85,437.86,253.62,37.31,163.38,Ewallet,6.4
INV-00548,2026-08-18,A,Bhopal,Member,Male,Home and lifestyle,57.68,3.0,8.65,181.68,126.37,25.69,46.67,Cash,6.3
INV-00549,2026-03-01,C,Jabalpur,Member,Female,Electronic accessories,49.72,8.0,19.89,417.62,258.59,33.32,139.15,Cash,7.9
INV-00550,2026-07-28,A,Bhopal,Member,Female,Fashion accessories,54.25,5.0,13.56,284.8,208.21,22.13,63.03,Cash,9.6
INV-00551,2026-04-10,C,Jabalpur,Member,Female,Home and lifestyle,74.7,7.0,26.14,549.03,372.77,27.34,150.11,Ewallet,5.7
INV-00552,2026-07-08,A,Bhopal,Normal,Female,Fashion accessories,36.0,3.0,5.4,113.39,76.3,27.95,31.69,Credit card,8.0
INV-00553,2026-05-26,B,Indore,Member,Female,Food and beverages,55.68,5.0,13.92,292.34,196.93,27.88,81.49,Credit card,7.0
INV-00554,2026-05-07,C,Jabalpur,Normal,Female,Food and beverages,73.79,7.0,25.83,542.38,362.22,28.45,154.33,Cash,7.4
INV-00555,2026-03-01,A,Bhopal,Member,Female,Food and beverages,51.21,5.0,12.8,268.86,197.15,21.91,58.9,Cash,6.7
INV-00556,2026-08-23,A,Bhopal,Member,Female,Food and beverages,53.91,5.0,13.48,283.04,167.72,35.98,101.84,Ewallet,8.8
INV-00557,2026-07-25,A,Bhopal,Member,Female,Home and lifestyle,63.94,5.0,15.98,335.67,239.37,23.93,80.31,Ewallet,7.1
INV-00558,2026-02-06,C,Jabalpur,Normal,Female,Health and beauty,93.4,4.0,18.68,392.29,258.7,29.29,114.92,Ewallet,9.8
INV-00559,2026-04-12,C,Jabalpur,Member,Male,Food and beverages,17.25,6.0,5.18,108.69,66.15,34.37,37.36,Ewallet,9.1
INV-00560,2026-02-10,A,Bhopal,Normal,Male,Fashion accessories,64.01,7.0,22.4,470.49,239.38,44.36,208.7,Cash,6.1
INV-00561,2026-05-24,A,Bhopal,Normal,Female,Fashion accessories,46.81,2.0,4.68,98.3,70.96,23.06,22.67,Cash,5.5
INV-00562,2026-04-07,C,Jabalpur,Normal,Female,Home and lifestyle,64.7,3.0,9.71,203.82,137.48,27.79,56.63,Ewallet,7.9
INV-00563,2026-06-29,A,Bhopal,Normal,Female,Food and beverages,37.32,4.0,7.46,156.75,101.74,30.33,47.54,Ewallet,8.0
INV-00564,2026-07-27,A,Bhopal,Member,Female,Food and beverages,30.8,3.0,4.62,97.01,49.34,44.38,43.05,Credit card,7.5
INV-00565,2026-07-10,A,Bhopal,Member,Male,Health and beauty,65.54,7.0,22.94,481.72,331.37,26.45,127.41,Credit card,6.6
INV-00566,2026-08-15,A,Bhopal,Normal,Male,Health and beauty,51.88,8.0,20.75,435.82,292.06,28.22,123.0,Ewallet,7.1
INV-00567,2026-06-27,A,Bhopal,Normal,Male,Health and beauty,28.1,4.0,5.62,118.04,67.45,38.09,44.96,Credit card,6.5
INV-00568,2026-01-13,C,Jabalpur,Normal,Male,Sports and travel,52.05,2.0,5.21,109.31,69.17,31.96,34.93,Credit card,6.2
INV-00569,2026-05-07,C,Jabalpur,Normal,Male,Sports and travel,53.77,6.0,16.13,338.78,247.75,22.11,74.89,Ewallet,5.2
INV-00570,2026-08-10,B,Indore,Member,Female,Food and beverages,36.9,3.0,5.53,116.22,80.1,26.32,30.59,Cash,6.7
INV-00571,2026-01-09,C,Jabalpur,Member,Male,Home and lifestyle,62.43,2.0,6.24,131.1,94.45,23.2,30.41,Ewallet,6.1
INV-00572,2026-03-29,A,Bhopal,Normal,Female,Electronic accessories,61.79,4.0,12.36,259.52,183.77,24.43,63.39,Credit card,6.6
INV-00573,2026-08-18,B,Indore,Normal,Male,Health and beauty,51.6,1.0,2.58,54.18,33.7,33.04,17.9,Credit card,6.8
INV-00574,2026-06-17,B,Indore,Normal,Female,Electronic accessories,52.7,4.0,10.54,221.34,139.46,32.23,71.34,Ewallet,7.3
INV-00575,2026-02-18,A,Bhopal,Normal,Male,Sports and travel,69.83,5.0,17.46,366.63,240.17,29.73,109.0,Ewallet,6.1
INV-00576,2026-04-11,A,Bhopal,Normal,Female,Food and beverages,41.29,3.0,6.19,130.06,65.69,44.73,58.17,Ewallet,5.7
INV-00577,2026-01-23,A,Bhopal,Normal,Female,Home and lifestyle,56.12,2.0,5.61,117.86,69.81,36.0,42.43,Ewallet,7.6
INV-00578,2026-06-13,A,Bhopal,Member,Male,Home and lifestyle,52.4,6.0,15.72,330.13,175.43,42.1,138.98,Credit card,7.4
INV-00579,2026-04-12,A,Bhopal,Normal,Male,Sports and travel,66.91,4.0,13.38,281.0,183.39,29.97,84.23,Ewallet,8.1
